pair_id,para_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len
CD009006,0,1,"These evaluated social skills programmes versus standard care, or discussion group.",rephrase,"['The main objective of this review is to investigate the effectiveness of social skills programmes, compared to standard care or discussion groups, for people with schizophrenia.']",1,0.18181818181818182,1,11
CD009006,0,2,We found evidence in favour of social skills programmes compared to standard care on all measures of social functioning.,split,"['The review found significant differences in favour of social skills programmes compared to standard care on all measures of social functioning.', 'Rates of relapse were lower for social skills compared to standard care and there was a significant difference in favour of social skills on people’s mental state.']",2,0.2727272727272727,2,11
CD009006,0,3,"We also found that rates of relapse and rehospitalisation were lower for social skills compared to standard care (relapse: 2 RCTs, n = 263, RR 0.52 CI 0.34 to 0.79, very low quality evidence), (rehospitalisation: 1 RCT, n = 143, RR 0.53 CI 0.30 to 0.93, very low quality evidence) and participants’ mental state results (1 RCT, n = 91, MD -4.01 CI -7.52 to -0.50, very low quality evidence) were better in the group receiving social skill programmes.",delete,[],4,0.36363636363636365,2,11
CD009006,0,4,"Global state was measured in one trial by numbers not experiencing a clinical improvement, results favoured social skills (1 RCT, n = 67, RR 0.29 CI 0.12 to 0.68, very low quality evidence).",delete,[],4,0.45454545454545453,3,11
CD009006,0,5,"Quality of life was also improved in the social skills programme compared to standard care (1 RCT, n = 112, MD -7.60 CI -12.18 to -3.02, very low quality evidence).",rephrase,['Quality of life was also improved in the social skills programme compared to standard care.'],4,0.5454545454545454,3,11
CD009006,0,6,"However, when social skills programmes were compared to a discussion group control, we found no significant differences in the participants social functioning, relapse rates, mental state or quality of life, again the quality of evidence for these outcomes was very low.",rephrase,"['However, when social skills programmes were compared to discussion groups, there were no significant differences in people’s social functioning, relapse rates, mental state or quality of life.']",5,0.6363636363636364,4,11
CD009006,1,7,"Compared to standard care, social skills training may improve the social skills of people with schizophrenia and reduce relapse rates, but at present, the evidence is very limited with data rated as very low quality.",split,"['Compared to standard care, social skills programmes may improve the social skills of people with schizophrenia and reduce relapse rates.', 'However, at the moment evidence is very limited with data only of very low quality available.']",6,0.7272727272727273,4,11
CD009006,1,8,When social skills training was compared to discussion there was no difference on patients outcomes.,delete,[],8,0.8181818181818182,5,11
CD009006,1,9,"Cultural differences might limit the applicability of the current results, as most reported studies were conducted in China.",rephrase,"['Cultural differences might also limit the relevance of current results, as most reported studies were conducted in China.']",8,0.9090909090909091,5,11
CD009006,1,10,Whether social skills training can improve social functioning of people with schizophrenia in different settings remains unclear and should be investigated in a large multi-centre randomised controlled trial.,ignore,['Whether social skills programmes or training can improve the social functioning of people with schizophrenia in different settings remains unclear and should be further investigated in a large multi-centre randomised controlled trial.'],9,1.0,5,11
CD009620,0,0,"Five trials, including 1476 participants, were included in the review.",ignore,"['Five trials, including 1476 participants, were included in the review.']",0,0.07142857142857142,1,14
CD009620,0,1,Two trials compared interferon with observation alone and three trials compared interferon plus chemotherapy with chemotherapy alone.,delete,[],1,0.14285714285714285,1,14
CD009620,0,2,"A meta-analysis of two trials involving 370 participants found no significant difference in both overall survival (HR 1.14, 95% CI 0.84 to 1.55) and progression free survival (HR 0.99, 95% CI 0.79 to 1.24) between the interferon and observation alone groups in post-surgical women who had undergone first-line chemotherapy for advanced EOC.",delete,[],1,0.21428571428571427,2,14
CD009620,0,3,"One trial with 293 participants found that while no significant difference was observed in incidence of nausea or vomiting between the two treatment groups, significantly more flu-like symptoms (RR 2.25, 95% CI 1.73 to 2.91) and fatigue (RR 1.54, 95% CI 1.27 to 1.88) were reported in the interferon group.",delete,[],1,0.2857142857142857,2,14
CD009620,0,4,"For the second comparison, a meta-analysis of two trials comprising 244 participants found that although there was no significant difference in overall survival between the interferon plus chemotherapy and the chemotherapy alone group (HR 1.14, 95% CI 0.74 to 1.76), women in the interferon plus chemotherapy group had worse progression free survival than those in the chemotherapy alone group (HR 1.43, 95% CI 1.02 to 2.00).",delete,[],1,0.35714285714285715,2,14
CD009620,0,5,"Compared to chemotherapy alone, adding interferon to chemotherapy did not alter the incidence of adverse events in post-surgical women with advanced EOC.",delete,[],1,0.42857142857142855,3,14
CD009620,1,6,"Implications for practice
Based on low quality evidence, the addition of interferon to first-line chemotherapy did not alter the overall survival in post-surgical women with advanced EOC compared with chemotherapy alone.",rephrase,['The evidence from the three trials suggested that the addition of interferon to first-line chemotherapy did not alter the overall survival in post-surgical women with advanced EOC compared with chemotherapy alone.'],1,0.5,3,14
CD009620,1,7,There is low quality evidence to suggest that interferon in combination with chemotherapy worsened the progression free survival in post-surgical women with advanced EOC compared with chemotherapy alone.,rephrase,"['On the contrary, there is evidence that interferon in combination with chemotherapy worsened progression free survival in post-surgical women with advanced EOC compared with chemotherapy alone.']",2,0.5714285714285714,3,14
CD009620,1,8,There is not enough evidence that interferon therapy alone alters overall survival or progression free survival compared to observation alone in post-surgical women who have undergone first-line chemotherapy.,rephrase,"['Furthermore, there is not enough evidence that interferon therapy alone improves overall survival or progression free survival in post-surgical women who have undergone first-line chemotherapy when compared with observation alone.']",3,0.6428571428571429,4,14
CD009620,2,9,"Implications for research
Three of the five trials included in this review were stopped early and were, therefore, underpowered to detect any true effect of the intervention.",split,"['Three of the five trials were stopped early.', 'Most of the trials were not large enough to detect any true effect of the intervention.']",4,0.7142857142857143,4,14
CD009620,2,10,"The trials did not report the results of important outcomes in a uniform manner, preventing statistical aggregation of the results.",rephrase,['Trials either did not report the results of important outcomes or the results of important outcomes were not uniform between the trials.'],6,0.7857142857142857,4,14
CD009620,2,11,Trial methodology was poorly reported resulting in unclear risk of bias.,rephrase,['The risk of bias of most of the trials was high or unclear due to incomplete reporting of methods and results.'],7,0.8571428571428571,5,14
CD009620,2,12,"For clear recommendations to be made regarding the effectiveness of interferon in the treatment of advanced EOC, long-term, well conducted and adequately powered RCTs would be needed.",delete,[],8,0.9285714285714286,5,14
CD009620,2,13,"However, the available data do not suggest that interferon has an adequately advantageous effect to warrant further investigation.",delete,[],8,1.0,5,14
CD003162,0,0,We included 11 trials in the review with a total of 745 patients.,rephrase,"['We included 11 studies in the review, with a total of 745 participants.']",0,0.05263157894736842,1,19
CD003162,1,1,"Five studies compared the efficacy of the Epley manoeuvre against a sham manoeuvre, three against other particle repositioning manoeuvres (Semont, Brandt-Daroff and Gans) and three against a control (no treatment, medication only, postural restriction).",ignore,"['Five studies (334 patients) compared the efficacy of the Epley manoeuvre against a sham manoeuvre, three against other particle repositioning manoeuvres (Semont, Brandt-Daroff and Gans) and three with a control (no treatment, medication only, postural restriction).']",1,0.10526315789473684,1,19
CD003162,1,2,Patients were treated in hospital otolaryngology departments in eight studies and family practices in two studies.,rephrase,"['Patients were treated in hospital otolaryngology (ear, nose and throat) departments in eight studies and family practices in two studies.']",2,0.15789473684210525,1,19
CD003162,1,3,"All patients were adults aged 18 to 90 years old, with a sex ratio of 1:1.5 male to female.",ignore,"['All patients were adults aged 18 to 90 years old, with a sex ratio of 1:1.5 male to female.']",3,0.21052631578947367,2,19
CD003162,2,4,There was a low risk of overall bias in the studies included.,ignore,['There was a low risk of overall bias in the studies included.'],4,0.2631578947368421,2,19
CD003162,2,5,All studies were randomised with six applying sealed envelope or external allocation techniques.,rephrase,"['All trials were randomised, with five studies applying sealed envelope or external allocation techniques.']",5,0.3157894736842105,2,19
CD003162,2,6,Eight of the trials blinded the assessors to the participants' treatment group and data on all outcomes for all participants were reported in eight of the 11 studies.,rephrase,"[""Seven of the trials blinded the assessors to the patients' treatment group and data on all outcomes for all participants were reported in most studies.""]",6,0.3684210526315789,2,19
CD003162,3,7,"Complete resolution of vertigo
Complete resolution of vertigo occurred significantly more often in the Epley treatment group when compared to a sham manoeuvre or control (odds ratio (OR) 4.42, 95% confidence interval (CI) 2.62 to 7.44; five studies, 273 participants); the proportion of patients resolving increased from 21% to 56%.",rephrase,['For resolution of vertigo the Epley manoeuvre was significantly more effective than a sham manoeuvre or control.'],7,0.42105263157894735,3,19
CD003162,3,8,None of the trials comparing Epley versus other particle repositioning manoeuvres reported vertigo resolution as an outcome.,ignore,['None of the trials that compared Epley versus other particle repositioning manoeuvres reported vertigo resolution as an outcome.'],8,0.47368421052631576,3,19
CD003162,4,9,"Conversion of Dix-Hallpike positional test result from positive to negative
Conversion from a positive to a negative Dix-Hallpike test significantly favoured the Epley treatment group when compared to a sham manoeuvre or control (OR 9.62, 95% CI 6.0 to 15.42; eight studies, 507 participants).",rephrase,"['When studies looked at the conversion from a positive to a negative Dix-Hallpike test (a test to diagnose BPPV) in the patients, the results significantly favoured the Epley treatment group when compared to a sham manoeuvre or control.']",9,0.5263157894736842,3,19
CD003162,4,10,"There was no difference when comparing the Epley with the Semont manoeuvre (two studies, 117 participants) or the Epley with the Gans manoeuvre (one study, 58 participants).",rephrase,['There was no difference when Epley was compared with the Semont or Gans manoeuvre.'],10,0.5789473684210527,3,19
CD003162,4,11,"In one study a single Epley treatment was more effective than a week of three times daily Brandt-Daroff exercises (OR 12.38, 95% CI 4.32 to 35.47; 81 participants).",rephrase,['In one study a single Epley treatment was more effective than a week of three times daily Brandt-Daroff exercises.'],11,0.631578947368421,4,19
CD003162,5,12,"Adverse effects
Adverse effects were infrequently reported.",rephrase,['Adverse effects were not often reported.'],12,0.6842105263157895,4,19
CD003162,5,13,There were no serious adverse effects of treatment.,ignore,['There were no serious adverse effects of treatment.'],13,0.7368421052631579,4,19
CD003162,5,14,Rates of nausea during the repositioning manoeuvre varied from 16.7% to 32%.,ignore,['Rates of nausea during the repositioning manoeuvre varied from 16.7% to 32%.'],14,0.7894736842105263,4,19
CD003162,5,15,Some patients were unable to tolerate the manoeuvres because of cervical spine problems.,ignore,['Some patients were unable to tolerate the manoeuvres because of cervical spine (neck) problems.'],15,0.8421052631578947,5,19
CD003162,6,16,"There is evidence that the Epley manoeuvre is a safe, effective treatment for posterior canal BPPV, based on the results of 11, mostly small, randomised controlled trials with relatively short follow-up.",rephrase,['The review of trials found that the Epley manoeuvre is safe and effective in the short term.'],16,0.8947368421052632,5,19
CD003162,6,17,There is a high recurrence rate of BPPV after treatment (36%).,delete,[],17,0.9473684210526315,5,19
CD003162,6,18,"Outcomes for Epley manoeuvre treatment are comparable to treatment with Semont and Gans manoeuvres, but superior to Brandt-Daroff exercises.",delete,[],17,1.0,5,19
CD005390,0,0,": With regards to the effect of adjuvant therapy on stage II colon cancer, the pooled relative risk ratio for overall survival was 0.96 (95% confidence interval 0.88, 1.05).",delete,[],0,0.14285714285714285,1,7
CD005390,0,1,"With regards to disease-free survival, the pooled relative risk ratio was 0.83 (95% confidence interval 0.75, 0.92).",delete,[],0,0.2857142857142857,2,7
CD005390,1,2,": Although there was no improvement in overall survival in the pooled analysis, we did find that disease-free survival in patients with stage II colon cancer was signficantly better with the use of adjuvant therapy.",rephrase,['We performed a systematic review looking at all randomized clinical trials evaluating stage II colon cancer patients and adjuvant therapy versus surgery alone.'],0,0.42857142857142855,3,7
CD005390,1,3,"It seems reasonable to discuss the benefits of adjuvant systemic chemotherapy with those stage II patients who have high risk features, including obstruction, perforation, inadequate lymph node sampling or T4 disease.",rephrase,['Our review found that adjuvant therapy -either systemic or regional chemotherapy or immunotherapy- can improve the outcomes of stage II patients.'],1,0.5714285714285714,3,7
CD005390,1,4,The co-morbidities and likelihood of tolerating adjuvant systemic chemotherapy should be considered as well.,delete,[],2,0.7142857142857143,4,7
CD005390,1,5,There exists a need to further define which high-risk features in stage II colon cancer patients should be used to select patients for adjuvant therapy.,split,"['In addition, the high risk features of the tumour should also be considered when contemplating the benefits of systemic therapy in patients with stage II colon cancer.', 'Further investigation is needed to elucidate which patient and tumour factors can be used to select stage II colon cancer patients for adjuvant therapy.']",2,0.8571428571428571,5,7
CD005390,1,6,"Also, researchers must continue to search for other therapies which might be more effective, shorter in duration and less toxic than those available today.",rephrase,"['There also exists a need to continue to search for other adjuvant therapies which might be more effective, shorter in duration and less toxic than those available today.']",4,1.0,5,7
CD007574,0,0,We included 19 studies with a total of 3793 participants.,rephrase,['We found 19 trials involving a total of 3793 participants.'],0,0.16666666666666666,1,6
CD007574,0,1,"The majority of participants had large artery occlusion in the anterior circulation, and were treated within six hours of symptom onset with endovascular thrombectomy.",rephrase,"[""Treatment with endovascular thrombectomy can improve patients' chance of survival with the ability to function well without increasing the risk of bleeding in the brain or death.""]",1,0.3333333333333333,2,6
CD007574,0,2,"Treatment increased the chance of achieving a good functional outcome, defined as a modified Rankin Scale score of 0 to 2: risk ratio (RR) 1.50 (95% confidence interval (CI) 1.37 to 1.63; 3715 participants, 18 RCTs; high-certainty evidence).",delete,[],2,0.5,3,6
CD007574,0,3,"Treatment also reduced the risk of death at end of follow-up: RR 0.85 (95% CI 0.75 to 0.97; 3793 participants, 19 RCTs; high-certainty evidence) without increasing the risk of symptomatic intracranial haemorrhage in the acute phase: RR 1.46 (95% CI 0.91 to 2.36; 1559 participants, 6 RCTs; high-certainty evidence) or by end of follow-up: RR 1.05 (95% CI 0.72 to 1.52; 1752 participants, 10 RCTs; high-certainty evidence); however, the wide confidence intervals preclude any firm conclusion.",delete,[],2,0.6666666666666666,4,6
CD007574,0,4,"Neurological recovery to National Institutes of Health Stroke Scale (NIHSS) score 0 to 1 and degree of recanalisation rates were better in the treatment group: RR 2.03 (95% CI 1.21 to 3.40; 334 participants, 3 RCTs; moderate-certainty evidence) and RR 8.25 (95% CI 1.63 to 41.90; 198 participants, 2 RCTs; moderate-certainty evidence), respectively.",delete,[],2,0.8333333333333334,5,6
CD007574,1,5,"In individuals with acute ischaemic stroke due to large artery occlusion in the anterior circulation, endovascular thrombectomy can increase the chance of survival with a good functional outcome without increasing the risk of intracerebral haemorrhage or death.",rephrase,"['Randomised controlled trials of endovascular thrombectomy or intra-arterial thrombolysis, or both, plus routine medical treatment compared with routine medical treatment alone in people with a definite acute ischaemic stroke.']",2,1.0,5,6
CD008996,0,0,"A total of 1437 adult patients participated in the five randomized parallel group studies, with treatment durations ranging from 8 to 16 weeks.",rephrase,['These studies followed patients for 8 to 16 weeks while on therapy.'],0,0.07692307692307693,1,13
CD008996,0,1,The daily doses of eplerenone ranged from 25 mg to 400 mg daily.,rephrase,['The doses of eplerenone used in these studies ranged from 25 mg to 400 mg daily.'],1,0.15384615384615385,1,13
CD008996,0,2,Meta-analysis of these studies showed a reduction in systolic blood pressure of 9.21 mmHg (95% CI −11.08 to −7.34; I2 = 58%) and a reduction of diastolic pressure of 4.18 mmHg (95% CI −5.03 to −3.33; I2 = 0%) (moderate quality evidence).,delete,[],2,0.23076923076923078,2,13
CD008996,1,3,There may be a dose response effect for eplerenone in the reduction in systolic blood pressure at doses of 400 mg/day.,delete,[],2,0.3076923076923077,2,13
CD008996,1,4,"However, this finding is uncertain, as it is based on a single included study with low quality evidence.",delete,[],2,0.38461538461538464,2,13
CD008996,1,5,Overall there does not appear to be a clinically important dose response in lowering systolic or diastolic blood pressure at eplerenone doses of 50 mg to 400 mg daily.,delete,[],2,0.46153846153846156,3,13
CD008996,1,6,There did not appear to be any differences in the number of patients who withdrew due to adverse events or the number of patients with at least one adverse event in the eplerenone group compared to placebo.,rephrase,"['None of the studies reported on the clinically meaningful outcomes of eplerenone, such as whether eplerenone can reduce heart attacks, stroke, or death compared to placebo.']",2,0.5384615384615384,3,13
CD008996,1,7,"However, only three of the five included studies reported adverse events.",rephrase,['Only three of the five studies reported on side effects.'],3,0.6153846153846154,4,13
CD008996,1,8,"Most of the included studies were of moderate quality, as we judged multiple domains as being at unclear risk in the 'Risk of bias' assessment.",rephrase,"['We judged the five included trials to be of moderate quality, as authors did not extensively describe portions of their methodology.']",4,0.6923076923076923,4,13
CD008996,2,9,"Eplerenone 50 to 200 mg/day lowers blood pressure in people with primary hypertension by 9.21 mmHg systolic and 4.18 mmHg diastolic compared to placebo, with no difference of effect between doses of 50 mg/day to 200 mg/day.",merge,['This meta-analysis shows that eplerenone 50 to 200 mg/day reduces systolic blood pressure by approximately 9 mmHg and diastolic blood pressure by 4 mmHg compared to taking no medication.'],5,0.7692307692307693,4,13
CD008996,2,10,A dose of 25 mg/day did not produce a statistically significant reduction in systolic or diastolic blood pressure and there is insufficient evidence for doses above 200 mg/day.,none,[],5,0.8461538461538461,5,13
CD008996,2,11,There is currently no available evidence to determine the effect of eplerenone on clinically meaningful outcomes such as mortality or morbidity in hypertensive patients.,rephrase,"['There is currently no evidence that eplerenone has a beneficial effect on life expectancy or complications rleated to hypertension (e.g. heart attack, stroke).']",6,0.9230769230769231,5,13
CD008996,2,12,"The evidence available on side effects is insufficient and of low quality, which makes it impossible to draw conclusions about potential harm associated with eplerenone treatment in hypertensive patients.",rephrase,['Evidence for risk of side effects with eplerenone is limited and of poor quality; it is difficult to tell the extent of possible harm with eplerenone versus placebo.'],7,1.0,5,13
CD003700,0,0,Six trials involving 1740 children were included.,rephrase,['We found six trials (1740 participants) that used vitamin A adjunctive therapy in children with non-measles pneumonia.'],0,0.125,1,8
CD003700,0,1,There was no significant reduction in mortality associated with pneumonia in children treated with vitamin A compared to those who were not (pooled odds ratio (OR) 1.29; 95% confidence interval (CI) 0.63 to 2.66).,merge,[],1,0.25,2,8
CD003700,0,2,"Also, there was no statistically significant difference in duration of hospital stay (mean difference (MD) 0.08; 95% CI -0.43 to 0.59).",none,['There was no significant reduction in mortality or duration of hospital stay.'],1,0.375,2,8
CD003700,0,3,Disease severity after supplementary high-dose vitamin A was significantly worse compared with placebo.,merge,"['Supplementary high-dose vitamin A may result in a worsening of the disease, and low-dose vitamin A significantly reduces the recurrence of bronchopneumonia.']",2,0.5,3,8
CD003700,0,4,"However, low-dose vitamin A significantly reduced the recurrence rate of bronchopneumonia (OR 0.12; 95% CI 0.03 to 0.46).",none,[],2,0.625,4,8
CD003700,0,5,Moderate vitamin A significantly reduced the time to remission of signs in children with normal serum retinol (> 200 ug/L).,rephrase,['Moderate-dose vitamin A significantly reduces the time to remission of signs in children with normal serum retinol.'],3,0.75,4,8
CD003700,1,6,"The evidence does not suggest a significant reduction in mortality, measures of morbidity, nor an effect on the clinical course of pneumonia with vitamin A adjunctive treatment in children with non-measles pneumonia.",rephrase,"['The possible reason of the lack of benefit of vitamin A in non-measles pneumonia is that the effects of vitamin A may be disease-specific, with vitamin A only being effective when pneumonia is complicated with measles.']",4,0.875,5,8
CD003700,1,7,"However, not all studies measured all outcomes, which limited the number of studies that could be incorporated into the meta-analyses, so that there may have been a lack of statistical power to detect statistically significant differences.",delete,[],5,1.0,5,8
CD007083,0,0,"In this updated version of the review, we found no new studies that met our inclusion criteria.",rephrase,"['In this second update of the Cochrane review, we searched the databases until April 2013 but found no new studies.']",0,0.07692307692307693,1,13
CD007083,0,1,We included in this review four studies that compared neuraxial anaesthesia with general anaesthesia.,split,"['This systematic review is important because review authors assessed the risk of important outcomes after lower-limb revascularization with the participant under neuraxial or general anaesthesia.', 'They performed this systematic review to answer a single research question: What are the rates of death and major complications with spinal and epidural anaesthesia as compared with other types of anaesthesia for lower-limb revascularization?']",1,0.15384615384615385,1,13
CD007083,0,2,"The total number of participants was 696, of whom 417 were allocated to neuraxial anaesthesia and 279 to general anaesthesia.",rephrase,"['The total number of participants in the four included studies was 696, of whom 417 received neuraxial anaesthesia and 279 received general anaesthesia.']",3,0.23076923076923078,2,13
CD007083,0,3,"Participants allocated to neuraxial anaesthesia had a mean age of 67 years, and 59% were men.",delete,[],4,0.3076923076923077,2,13
CD007083,0,4,"Participants allocated to general anaesthesia had a mean age of 67 years, and 66% were men.",delete,[],4,0.38461538461538464,2,13
CD007083,0,5,Four studies had an unclear risk of bias.,delete,[],4,0.46153846153846156,3,13
CD007083,0,6,"No difference was observed between participants allocated to neuraxial or general anaesthesia in mortality rate (OR 0.89, 95% CI 0.38 to 2.07; 696 participants; four trials), myocardial infarction (OR 1.23, 95% CI 0.56 to 2.70; 696 participants; four trials), and lower-limb amputation (OR 0.84, 95% CI 0.38 to 1.84; 465 participants; three trials).",delete,[],4,0.5384615384615384,3,13
CD007083,0,7,"Pneumonia was less common after neuraxial anaesthesia than after general anaesthesia (OR 0.37, 95% CI 0.15 to 0.89; 201 participants; two trials).",rephrase,['The risk of pneumonia was 9% after neuraxial anaesthesia and 20% after general anaesthesia.'],4,0.6153846153846154,4,13
CD007083,0,8,"Evidence was insufficient for cerebral stroke, duration of hospital stay, postoperative cognitive dysfunction, complications in the anaesthetic recovery room and transfusion requirements.",rephrase,"['Evidence was insufficient to show the effects of neuraxial anaesthesia compared with other types of anaesthesia on cerebral stroke, duration of hospital stay, postoperative cognitive dysfunction, complications in the anaesthetic recovery room and transfusion requirements.']",5,0.6923076923076923,4,13
CD007083,0,9,"No data described nerve dysfunction, postoperative wound infection, patient satisfaction, postoperative pain score, claudication distance and pain at rest.",ignore,"['No data described nerve dysfunction, postoperative wound infection, patient satisfaction, postoperative pain score, claudication distance and pain at rest.']",6,0.7692307692307693,4,13
CD007083,1,10,Available evidence from included trials that compared neuraxial anaesthesia with general anaesthesia was insufficient to rule out clinically important differences for most clinical outcomes.,delete,[],7,0.8461538461538461,5,13
CD007083,1,11,Neuraxial anaesthesia may reduce pneumonia.,rephrase,"['One study recruited more than 50% of all reported cases.This systematic review shows that neuraxial anaesthesia may reduce the risk of pneumonia after lower-limb revascularization, but evidence is insufficient to support other benefits or harms.']",7,0.9230769230769231,5,13
CD007083,1,12,"No conclusions can be drawn with regard to mortality, myocardial infarction and rate of lower-limb amputation, or less common outcomes.",delete,[],8,1.0,5,13
CD005620,0,0,"We included a total of eight studies in this updated review, all of which were RCTs.",delete,[],0,0.043478260869565216,1,23
CD005620,0,1,"Two studies used a parallel-group design, and six used a split-mouth design.",rephrase,"[""Participants in six studies received composite and amalgam fillings in different teeth (known as 'split-mouth design'), whilst participants in the other two studies received either composite or amalgam fillings ('parallel-group' design).""]",0,0.08695652173913043,1,23
CD005620,0,2,We judged all of the included studies to be at high risk of bias due to lack of blinding and issues related to unit of analysis.,delete,[],1,0.13043478260869565,1,23
CD005620,0,3,"We identified one new trial since the previous version of this review (2014), as well as eight additional papers that assessed safety, all of which related to the two parallel-group studies that were already included in the review.",delete,[],1,0.17391304347826086,1,23
CD005620,1,4,"For our primary meta-analyses, we combined data from the two parallel-group trials, which involved 1645 composite restorations and 1365 amalgam restorations in 921 children.",rephrase,['Our main analysis focused on the two parallel-group studies that treated 921 children (aged 6 to 12 years) who had their teeth restored with amalgam (1365) or composite resin (1645) fillings.'],1,0.21739130434782608,2,23
CD005620,1,5,"We found low-certainty evidence that composite resin restorations had almost double the risk of failure compared to amalgam restorations (risk ratio (RR) 1.89, 95% confidence interval (CI) 1.52 to 2.35; P < 0.001), and were at much higher risk of secondary caries (RR 2.14, 95% CI 1.67 to 2.74; P < 0.001).",merge,[],2,0.2608695652173913,2,23
CD005620,1,6,"We found low-certainty evidence that composite resin restorations were not more likely to result in restoration fracture (RR 0.87, 95% CI 0.46 to 1.64; P = 0.66).",none,['We found that composite resin fillings were significantly more likely to fail than\xa0amalgam\xa0fillings when used to fill cavities in permanent teeth at the back of the mouth.'],2,0.30434782608695654,2,23
CD005620,2,7,Six trials used a split-mouth design.,rephrase,"[""Six of the trials used a 'split-mouth' design, which means that each participant had both types of fillings in different teeth.""]",3,0.34782608695652173,2,23
CD005620,2,8,"We considered these studies separately, as their reliability was compromised due to poor reporting, unit of analysis errors, and variability in methods and findings.",delete,[],4,0.391304347826087,2,23
CD005620,2,9,Subgroup analysis showed that the findings were consistent with the results of the parallel-group studies.,split,"[""We analysed the split-mouth studies separately from the parallel-group studies, and undertook a statistical approach known as 'subgroup analysis'."", 'This showed that the findings of these studies were compatible with the results from the two parallel-group studies.']",4,0.43478260869565216,3,23
CD005620,3,10,Three trials investigated possible harms of dental restorations.,delete,[],6,0.4782608695652174,3,23
CD005620,3,11,"Higher urinary mercury levels were reported amongst children with amalgam restorations in two trials, but the levels were lower than what is known to be toxic.",delete,[],6,0.5217391304347826,3,23
CD005620,3,12,"Some differences between amalgam and composite resin groups were observed on certain measures of renal, neuropsychological, and psychosocial function, physical development, and postoperative sensitivity; however, no consistent or clinically important harms were found.",delete,[],6,0.5652173913043478,3,23
CD005620,3,13,We considered that the vast number of comparisons made false-positive results likely.,rephrase,"[""Although we found that there were some possible side effects with each material used, this information is unreliable because the study authors carried out so many analyses that 'false positive' results were likely to be found.""]",6,0.6086956521739131,4,23
CD005620,3,14,"There was no evidence of differences between the amalgam and composite resin groups in neurological symptoms, immune function, and urinary porphyrin excretion.",rephrase,['The current evidence suggests there are no important differences in the safety of amalgam compared with composite resin dental fillings.'],7,0.6521739130434783,4,23
CD005620,3,15,"The evidence is of very low certainty, with most harms outcomes reported in only one trial.",rephrase,"[""We judge the available evidence to be 'low certainty', which means that the results may change with future research.""]",8,0.6956521739130435,4,23
CD005620,4,16,Low-certainty evidence suggests that composite resin restorations may have almost double the failure rate of amalgam restorations.,rephrase,"['Overall, the evidence suggests that amalgam restorations are effective, enduring, and safe, while composite resin restorations are more likely to fail and lead to secondary caries.']",9,0.7391304347826086,4,23
CD005620,4,17,"The risk of restoration fracture does not seem to be higher with composite resin restorations, but there is a much higher risk of developing secondary caries.",delete,[],10,0.782608695652174,4,23
CD005620,4,18,Very low-certainty evidence suggests that there may be no clinically important differences in the safety profile of amalgam compared with composite resin dental restorations.,delete,[],10,0.8260869565217391,5,23
CD005620,5,19,"This review supports the utility of amalgam restorations, and the results may be particularly useful in parts of the world where amalgam is still the material of choice to restore posterior teeth with proximal caries.",delete,[],10,0.8695652173913043,5,23
CD005620,5,20,"Of note, however, is that composite resin materials have undergone important improvements in the years since the trials informing the primary analyses for this review were conducted.",rephrase,"['However, the studies in this review were quite old, and composite resin materials have\xa0likely improved since the included studies were conducted.']",10,0.9130434782608695,5,23
CD005620,5,21,The global phase-down of dental amalgam via the Minamata Convention on Mercury is an important consideration when deciding between amalgam and composite resin dental materials.,rephrase,"['Governments around the world are trying to reduce the use of dental amalgam (according to the Minamata Convention on Mercury), and so each local area will have their own\xa0regulations and guidance.']",11,0.9565217391304348,5,23
CD005620,5,22,"The choice of which dental material to use will depend on shared decision-making between dental providers and patients in the clinic setting, and local directives and protocols.",rephrase,['Patients and dental providers can discuss together which material they want to use when permanent teeth in the back of the mouth require fillings in the dental clinic.'],12,1.0,5,23
CD011157,0,0,We included only one small trial published as an abstract article.,rephrase,"['We included one trial with 91 adult patients, of whom only 42 were analysed.']",0,0.08333333333333333,1,12
CD011157,0,1,The included study investigated the effects of meditation practice on patients newly hospitalised with acute leukaemia.,rephrase,['The trial involved five one-hour meditation intervention sessions between admission and discharge of participants newly diagnosed with acute myeloid or lymphoid leukaemia.'],1,0.16666666666666666,1,12
CD011157,0,2,"Ninety-one participants enrolled in the study, but only 42 participants remained in the trial throughout the six-month follow-up period and were eligible for analysis.",delete,[],2,0.25,2,12
CD011157,0,3,There was no information provided about the average age and sex of the study population.,rephrase,['There was no information about the age of the participants included in the study.'],2,0.3333333333333333,2,12
CD011157,0,4,"We found a high risk for attrition bias and unclear risk for reporting bias, performance and detection bias because of missing data due to abstract publication only, thus we judged the overall risk of bias as high.",delete,[],3,0.4166666666666667,3,12
CD011157,0,5,"According to the GRADE criteria, we judged the overall quality of the body of evidence for all predefined outcomes as 'very low', due to the extent of missing data on the study population, and the small sample size.",rephrase,"[""We judge the quality of the evidence for the outcomes quality of life and depression as 'very low', due to high risk of bias (only 42 out 91 participants were evaluated) and very imprecise results.""]",3,0.5,3,12
CD011157,1,6,"As the abstract publication did not provide numbers and results except P values, we are not able to give more details.",rephrase,"['As the abstract of the publication did not provide numbers, it is not possible to describe the results in more detail.']",4,0.5833333333333334,3,12
